epoch, batch, loss, loss_force_constant, loss_e, f_mae, e/N_mae, force_constant_mae
 1188,    28,            281.3,           281.29,        0.0051702,          0.14403,         0.071904,           281.29
 1189,     1,           357.35,           357.05,          0.30154,           0.5814,          0.54913,           357.05
 1189,     2,           297.77,           297.54,           0.2234,       1.3353e-05,          0.47266,           297.54
 1189,     3,           70.483,           70.424,         0.059076,       7.9581e-06,          0.24306,           70.424
 1189,     4,           99.553,           98.523,           1.0303,        8.758e-06,            1.015,           98.523
 1189,     5,           196.08,            195.8,          0.27793,         0.016763,          0.52719,            195.8
 1189,     6,           114.39,           114.28,          0.10204,       9.7736e-06,          0.31944,           114.28
 1189,     7,           194.95,           194.87,         0.075641,          0.14635,          0.27503,           194.87
 1189,     8,           216.78,           216.52,          0.25974,          0.27813,          0.50965,           216.52
 1189,     9,           107.98,           107.56,          0.41984,       1.1294e-05,          0.64795,           107.56
 1189,    10,           278.48,           278.45,          0.02635,          0.10021,          0.16233,           278.45
 1189,    11,           114.17,           114.16,        0.0010039,         0.030946,         0.031684,           114.16
 1189,    12,           75.844,           73.918,           1.9252,       1.4917e-05,           1.3875,           73.918
 1189,    13,           166.53,            166.3,          0.22583,          0.02212,          0.47522,            166.3
 1189,    14,            186.9,           185.88,           1.0178,           0.3236,           1.0089,           185.88
 1189,    15,            193.1,           193.05,         0.052667,       5.2752e-06,          0.22949,           193.05
 1189,    16,           32.766,           31.199,           1.5676,       3.1104e-06,            1.252,           31.199
 1189,    17,           177.94,           173.64,            4.297,       7.0129e-06,           2.0729,           173.64
 1189,    18,           270.74,           270.62,          0.11645,          0.63619,          0.34125,           270.62
 1189,    19,           132.89,            132.7,          0.19484,          0.21699,          0.44141,            132.7
 1189,    20,           35.856,           35.476,          0.37914,       2.8441e-06,          0.61574,           35.476
 1189,    21,           215.46,           215.41,         0.040908,       5.3091e-05,          0.20226,           215.41
 1189,    22,           183.14,           182.66,          0.47584,        3.593e-06,          0.68981,           182.66
 1189,    23,           68.888,           68.771,          0.11705,       2.7204e-06,          0.34213,           68.771
 1189,    24,           189.27,           184.91,            4.362,       1.1032e-05,           2.0885,           184.91
 1189,    25,           87.021,           83.862,           3.1595,        1.217e-05,           1.7775,           83.862
 1189,    26,           221.65,           214.72,           6.9271,       1.4635e-05,           2.6319,           214.72
 1189,    27,           65.134,           64.379,          0.75491,       3.0643e-06,          0.86885,           64.379
 1189,    28,           122.23,           120.15,           2.0819,       4.2913e-06,           1.4429,           120.15
 1190,     1,           173.66,           173.46,           0.2091,         0.039563,          0.45728,           173.46
 1190,     2,           122.99,           121.28,           1.7099,       7.6815e-06,           1.3076,           121.28
 1190,     3,           313.43,            309.2,           4.2282,          0.60436,           2.0563,            309.2
 1190,     4,           130.14,           123.67,           6.4656,         0.048271,           2.5428,           123.67
 1190,     5,           42.549,           38.032,           4.5169,       2.2468e-06,           2.1253,           38.032
 1190,     6,           72.924,           72.239,          0.68522,       2.8884e-06,          0.82778,           72.239
 1190,     7,           198.82,           198.58,           0.2387,         0.093007,          0.48857,           198.58
 1190,     8,           139.82,           139.32,           0.4913,       5.7601e-06,          0.70093,           139.32
 1190,     9,           135.79,           134.61,           1.1778,       7.8019e-06,           1.0853,           134.61
 1190,    10,           62.213,            58.68,           3.5328,        3.146e-06,           1.8796,            58.68
